episode,reward,length,moving_avg_reward,epsilon,success,cumulative_reward,reward_variance,length_variance,best_10_avg_reward,replay_buffer_fullness
526,156.0,156,358.98,0.0716045256805401,0,116806.0,37525.60038456535,37525.60038456535,500.0,1.0
527,500.0,500,358.98,0.0712465030521374,1,117306.0,37600.69693838238,37600.69693838238,500.0,1.0
528,457.0,457,358.12,0.0708902705368767,0,117763.0,37633.35287175734,37633.35287175734,500.0,1.0
529,160.0,160,351.32,0.07053581918419231,0,117923.0,37569.7095279105,37569.7095279105,500.0,1.0
530,146.0,146,344.24,0.07018314008827135,0,118069.0,37509.96485938056,37509.96485938056,500.0,1.0
531,500.0,500,344.24,0.06983222438783,1,118569.0,37583.78939640589,37583.78939640589,500.0,1.0
532,444.0,444,343.12,0.06948306326589085,0,119013.0,37604.533534258575,37604.533534258575,500.0,1.0
533,101.0,101,335.14,0.0691356479495614,0,119114.0,37562.17823991776,37562.17823991776,500.0,1.0
534,31.0,31,331.92,0.06878996970981359,0,119145.0,37561.08533223919,37561.08533223919,500.0,1.0
535,102.0,102,323.96,0.06844601986126451,0,119247.0,37518.24619093371,37518.24619093371,500.0,1.0
536,146.0,146,316.88,0.06810378976195819,0,119393.0,37459.25932487748,37459.25932487748,500.0,1.0
537,115.0,115,309.18,0.0677632708131484,0,119508.0,37411.08200950865,37411.08200950865,500.0,1.0
538,215.0,215,303.48,0.06742445445908266,0,119723.0,37341.65036760134,37341.65036760134,500.0,1.0
539,257.0,257,298.62,0.06708733218678724,0,119980.0,37274.570753921405,37274.570753921405,500.0,1.0
540,347.0,347,295.56,0.0667518955258533,0,120327.0,37234.149969135804,37234.149969135804,500.0,1.0
541,285.0,285,291.26,0.06641813604822402,0,120612.0,37172.45697534175,37172.45697534175,500.0,1.0
542,335.0,335,287.96,0.0660860453679829,0,120947.0,37126.99796094825,37126.99796094825,500.0,1.0
543,301.0,301,288.38,0.06575561514114299,0,121248.0,37069.76508653582,37069.76508653582,500.0,1.0
544,80.0,80,279.98,0.06542683706543727,0,121328.0,37039.29692906575,37039.29692906575,500.0,1.0
545,139.0,139,272.76,0.06509970288011008,0,121467.0,36984.26700109418,36984.26700109418,500.0,1.0
546,162.0,162,266.0,0.06477420436570952,0,121629.0,36923.30498530773,36923.30498530773,500.0,1.0
547,62.0,62,257.24,0.06445033334388098,0,121691.0,36902.96572629835,36902.96572629835,500.0,1.0
548,137.0,137,254.94,0.06412808167716157,0,121828.0,36848.930683573984,36848.930683573984,500.0,1.0
549,500.0,500,255.7,0.06380744126877576,1,122328.0,36922.00937621309,36922.00937621309,500.0,1.0
550,500.0,500,259.92,0.06348840406243188,1,122828.0,36994.313441322316,36994.313441322316,500.0,1.0
551,190.0,190,263.46,0.06317096204211972,0,123018.0,36929.18483140701,36929.18483140701,500.0,1.0
552,500.0,500,263.46,0.06285510723190912,1,123518.0,37000.77062329342,37000.77062329342,500.0,1.0
553,262.0,262,260.96,0.06254083169574957,0,123780.0,36936.500351526614,36936.500351526614,500.0,1.0
554,500.0,500,266.92,0.062228127537270826,1,124280.0,37007.247090409095,37007.247090409095,500.0,1.0
555,500.0,500,273.04,0.06191698689958447,1,124780.0,37077.24457430403,37077.24457430403,500.0,1.0
556,500.0,500,279.26,0.061607401965086545,1,125280.0,37146.49950830702,37146.49950830702,500.0,1.0
557,500.0,500,279.26,0.06129936495526111,1,125780.0,37215.01853027729,37215.01853027729,500.0,1.0
558,500.0,500,279.26,0.0609928681304848,1,126280.0,37282.808211610856,37282.808211610856,500.0,1.0
559,500.0,500,279.26,0.060687903789832374,1,126780.0,37349.87505800353,37349.87505800353,500.0,1.0
560,460.0,460,278.46,0.06038446427088321,0,127240.0,37380.118367346935,37380.118367346935,500.0,1.0
561,500.0,500,285.64,0.06008254194952879,1,127740.0,37445.89249525771,37445.89249525771,500.0,1.0
562,500.0,500,285.64,0.05978212923978115,1,128240.0,37510.9621965274,37510.9621965274,500.0,1.0
563,500.0,500,294.86,0.05948321859358224,1,128740.0,37575.33372664203,37575.33372664203,500.0,1.0
564,500.0,500,294.86,0.05918580250061433,1,129240.0,37639.013279010105,37639.013279010105,500.0,1.0
565,500.0,500,304.56,0.058889873488111255,1,129740.0,37702.006985668406,37702.006985668406,500.0,1.0
566,500.0,500,313.14,0.058595424120670696,1,130240.0,37764.32091797875,37764.32091797875,500.0,1.0
567,500.0,500,313.14,0.05830244700006734,1,130740.0,37825.96108731558,37825.96108731558,500.0,1.0
568,500.0,500,313.14,0.058010934765067,1,131240.0,37886.93344574489,37886.93344574489,500.0,1.0
569,500.0,500,318.3,0.05772088009124167,1,131740.0,37947.243886694196,37947.243886694196,500.0,1.0
570,203.0,203,318.78,0.05743227569078546,0,131943.0,37882.09517082179,37882.09517082179,500.0,1.0
571,429.0,429,324.8,0.05714511431233153,0,132372.0,37883.95882112987,37883.95882112987,500.0,1.0
572,13.0,13,322.96,0.05685938874076987,0,132385.0,37901.29562264659,37901.29562264659,500.0,1.0
573,500.0,500,330.38,0.056575091797066025,1,132885.0,37960.80010599125,37960.80010599125,500.0,1.0
574,48.0,48,328.92,0.056292216338080694,0,132933.0,37953.489179788514,37953.489179788514,500.0,1.0
575,468.0,468,335.02,0.05601075525639029,0,133401.0,37984.51304045368,37984.51304045368,500.0,1.0
576,500.0,500,341.9,0.05573070148010834,1,133901.0,38043.04405080536,38043.04405080536,500.0,1.0
577,500.0,500,341.9,0.0554520479727078,1,134401.0,38100.94146800069,38100.94146800069,500.0,1.0
578,53.0,53,333.82,0.05517478773284426,0,134454.0,38090.93817123837,38090.93817123837,500.0,1.0
579,14.0,14,330.9,0.05489891379418004,0,134468.0,38107.55466067694,38107.55466067694,500.0,1.0
580,500.0,500,337.98,0.05462441922520914,1,134968.0,38165.2499881094,38165.2499881094,500.0,1.0
581,500.0,500,337.98,0.0543512971290831,1,135468.0,38222.32266168189,38222.32266168189,500.0,1.0
582,500.0,500,339.1,0.05407954064343768,1,135968.0,38278.778073003385,38278.778073003385,500.0,1.0
583,500.0,500,347.08,0.05380914294022049,1,136468.0,38334.621561745145,38334.621561745145,500.0,1.0
584,500.0,500,356.46,0.05354009722551939,1,136968.0,38389.858416213174,38389.858416213174,500.0,1.0
585,500.0,500,364.42,0.05327239673939179,1,137468.0,38444.493873913365,38444.493873913365,500.0,1.0
586,500.0,500,371.5,0.053006034755694834,1,137968.0,38498.53312210975,38498.53312210975,500.0,1.0
587,500.0,500,379.2,0.052741004581916356,1,138468.0,38551.98129837565,38551.98129837565,500.0,1.0
588,500.0,500,384.9,0.052477299559006776,1,138968.0,38604.843491137945,38604.843491137945,500.0,1.0
589,500.0,500,389.76,0.052214913061211746,1,139468.0,38657.12474021463,38657.12474021463,500.0,1.0
590,295.0,295,388.72,0.05195383849590569,0,139763.0,38597.33795173801,38597.33795173801,500.0,1.0
591,14.0,14,383.3,0.05169406930342616,0,139777.0,38615.9453448656,38615.9453448656,500.0,1.0
592,500.0,500,386.6,0.05143559895690903,1,140277.0,38667.79352800859,38667.79352800859,500.0,1.0
593,500.0,500,390.58,0.051178420962124486,1,140777.0,38719.072643459804,38719.072643459804,500.0,1.0
594,288.0,288,394.74,0.05092252885731386,0,141065.0,38658.19247752497,38658.19247752497,500.0,1.0
595,500.0,500,401.96,0.05066791621302729,1,141565.0,38708.84974224984,38708.84974224984,500.0,1.0
596,232.0,232,403.36,0.05041457663196215,0,141797.0,38643.96079850007,38643.96079850007,500.0,1.0
597,129.0,129,404.7,0.050162503748802344,0,141926.0,38599.067200884376,38599.067200884376,500.0,1.0
598,500.0,500,411.96,0.049911691230058335,1,142426.0,38649.35217726871,38649.35217726871,500.0,1.0
599,500.0,500,411.96,0.04966213277390804,1,142926.0,38699.086485266205,38699.086485266205,500.0,1.0
600,156.0,156,405.08,0.0494138221100385,0,143082.0,38645.94243333333,38645.94243333333,500.0,1.0
